ownerUsername,likesCount,commentsCount,caption,hashtags,url,firstComment,alt,timestamp,engagement_rate,caption_len,hashtags_list
humansofny,218168,1603,"“It’s a horrible surgery. They open up your skull and cut out the tumor while you’re awake. In the hallway outside the operating room, I told my dad and sisters: ‘Guys, let’s wipe away our tears. We have to be strong for Mom.’’ But when we walked into the room, before we could even say a word, Mom pointed at the wrap on her head and said: ‘Chiquita Banana Lady.’ And everyone started laughing, and snot crying. I mean, who does that? Who wakes up from brain surgery and thinks: ‘I need a joke that will make my family laugh?’ But that’s who she was. Other people first, always. It was a horrible form of brain cancer. Those last fifteen months we watched it take everything from her. She was paralyzed on one side of her body. She couldn’t walk. The tumor was pressing against the speech center of her brain, so she slowly lost her ability to speak. Words started disappearing. It was very frustrating for her. She’d know what she wanted to say, and she’d reach, and reach, and reach— but it wasn’t there. I couldn’t bear to see her get frustrated. At the time I was a freshman in college. She’d ask me about school, and I’d rush to finish her sentences as soon as she opened her mouth. I’d be like: ‘Mom, do you mean this?’ Our biggest fear was that we’d lose her before she passed away— you know what I mean? But it never happened. The disease ‘took everything,’ but it never touched her soul. Toward the end she was down to just a few words, but two of those words were: ‘unconditional love.” They were unlikely words to hold onto. They weren’t easy to say, so many syllables. But ‘unconditional love’ became her answer to everything. It was her replacement for all the sentences and paragraphs she could not say. I remember our last conversation. I think she was trying to tell me to take care of my sister, but she couldn’t quite get the words out. She got so frustrated that she started to cry. I couldn’t bear to see it, so I just started talking. I told her: ‘Mom, I’m going to dedicate my life to finding treatments for people like you.’ She looked so tired, but she gave me the biggest smile ever. Well, the biggest half-smile ever. And she said: ‘Unconditional Love.’”",[],https://www.instagram.com/p/DMfkYdauJVY/,"SUCH a beautiful yet tragic story!!! His mom must be SO proud of what David has done with his life!!!🥹
❤️❤️❤️","Photo by Humans of New York on July 24, 2025.",2025-07-24 14:05:48+00:00,219.771,2181,[]
humansofny,103353,1581,"“I had an abusive relationship, and I don’t want to talk too much about that. But for me coming to U.S. was an escape. Two years ago I came, with only $700. I was a little afraid but I had a lot of hopes. This is a land of hope for me. In Russia I studied to be software engineer, but I don’t know what is wrong with me. Here I could not get software engineer job. For a long time I worked as a medical receptionist, but I was fired in May. I lost my place. I am living now in shelter, which is the ideal situation for me. I don’t have to pay crazy money for New York apartment;  I can use all my money for study. Right now I am studying to be a truck driver. Maybe this job seems ‘not too high,’ but I love it. I am introvert, so I don’t mind being alone. I will become a driver and will see all of U.S. I want to see Oregon. I want to see North Carolina. I’m so much interested in national parks. Right now I am cleaning apartments: one day, $100. And that $100 buys me one hour of road lessons. I’m almost finished; on July 20th I have my road exam. I’m so grateful that this city, this state, gave me such support. I’m grateful to this country where I have everything to realize my dreams. When I get this job, I will pay the taxes and everything. Even living in shelter, this is a good time for me. This morning I had road lesson, so this afternoon I bring my book to the beach. It’s absolutely amazing. There is sun, it is good weather. I can come here, breathe the sea, see children playing. They say it is better to not tell your dreams, but I would love one day to find a happy relationship and have kids. But even if I don’t meet someone, I plan to born a baby. I will use a bank of sperm. I want to try to be a mother, because I have a lot of love inside and a lot to teach and a lot to share. I’ve learned that I’m very strong. I’ve had a lot of hard situations: a lot, a lot of hard situations. But I have a fire inside. I can feel it. It keeps me going forward. I know what I want, and I know that I have the power inside me to make it come true.”",[],https://www.instagram.com/p/DMIidfzOcUj/,❤️❤️❤️,"Photo by Humans of New York on July 15, 2025.",2025-07-15 15:26:28+00:00,104.934,2061,[]
humansofny,41849,674,"“I treat every trash can like it’s my personal refrigerator. The food pantries are alright: groceries, canned goods. The only problem is you need a place to store all that stuff. If you ever end up homeless on the street, and need something immediately, lose your pride and go straight for the trash can. Get in there; just don’t eat nothing that’s spoiled. I found some Fluffy’s Chicken in here just a few minutes ago.  Earlier today I found a turkey and swiss wrap, still rolled and everything. God Bless America. If you know where to look you will never go hungry in this country. Don’t even get me started on the supermarkets. Western Beef dumps all their expired food in the back by the receiving area. And if you want dessert, just go to Dunkin Donuts at closing time. Nothing in that garbage that’s actually garbage. Big bags of all your favorites: the jellies, the chocolate tops, the strawberry tops. I’ve gotten whole cheesecakes from The Cheesecake Factory, one day past their expiration date. Maybe you don’t need any food. Maybe it’s money you want. Again, look no further than the trash can. Let me introduce you to the nickel bottle deposit: any aluminum, plastic, or glass is refundable. I know a place I can go right now and get $80 in bottles. You know how many people rely on that to live every day? That’s why I love this country. Where else in the world can you go in a garbage can and come out with money?  I’ve had Facebook girlfriends from other countries, they tell me: ‘We can’t do that here.’ I’m like: ‘You’re telling me, you can’t go into any trash can and find everything you need for your household?’ People really do starve in other countries. And that’s why I say it: God Bless America.”",[],https://www.instagram.com/p/DMaR0-pOkSH/,Gosh this is depressing,"Photo by Humans of New York on July 22, 2025.",2025-07-22 12:47:28+00:00,42.522999999999996,1720,[]
humansofny,55413,3550,"I’m looking for NYC photographers who document their own communities to participate in an exhibition being hosted in one of New York City’s most iconic locations. Any documentary photography of people will be considered, but special consideration will be given to street portraiture. I’m looking to feature a diverse group of photographers and communities, so please spread the word to anyone you know who matches this description. Ten photographers will be chosen. Each photographer will receive $10,000 and will also have their work spotlighted on Humans of New York. Photographers: please email a few examples of your work to dearnysubmissions@gmail.com. Please include your website, social media handles, the neighborhood where you live, and a little bit about yourself. What’s your story?",[],https://www.instagram.com/p/DMx_NhguvS_/,"Im in NYC nowadays, do I consider to be a Photographer in NYC even if Im from Gaza?","Photo by Humans of New York on July 31, 2025.",2025-07-31 17:46:34+00:00,58.963,793,[]
humansofny,43998,274,"“The lowest moments usually come from people who love you but don’t understand you. They see you struggling, and say: ‘Why don’t you just stop doing it?’ But if they knew how important it was to me, they would never ask that. I had a little success in my late twenties. I was part of a band that signed to a record label, but we never had any hit music. It was mainly local stuff. Most of my thirties was working two jobs, struggling to pay bills, playing a late-night slot on a Tuesday night in a room with no people there, or maybe just a couple of my friends. It’s not that I felt disrespected, just not noticed. I guess obscure would be a good word. You’re lugging your guitar around everywhere. Nothing’s happening. It feels like you’re trying to hammer a nail with a banana. Those are the years where you say: ‘Man, is this really what I want to be doing? Can I live like this and be happy?’ But every time I tried to put my guitar down, I’d find myself writing a poem, or writing a lyric, or trying to write a riff. Turns out that I did need to be creative to be happy, more than I needed to be successful. It’s been a long journey. It’s like any other small business; you’ve got to build it one brick at a time. Even though my thirties were some tough years, it was during those years that my songwriting began to improve incredibly. Really talented musicians began to notice, and they were like: ‘Man, I love your stuff. I want to be in your band.’ That’s when it all started to come together. My current band is called @tentonmojo. We’re playing a show tonight, and there will probably be like 80 or 100 people there. I’m forty-three, and I’m finally putting out stuff that other people are relating to. You know how music has this way of sinking into your memory, and becoming connected to a certain time in your life? I’m hoping that might happen tonight for some of those eighty people. With my music, finally.”",[],https://www.instagram.com/p/DMsljzOOHRQ/,"‏Hello guys, I am Mohsen from North Gaza. We are working on distributing food to displaced families and the starving in the North. We have a donation campaign. I hope you will share the donation campaign with your large audience so that we can continue saving the lives of people in North Gaza. I hope you will respond to my message. If you are interested, contact me.","Photo by Humans of New York on July 29, 2025.",2025-07-29 15:26:12+00:00,44.272,1924,[]
humansofny,5246,59,"Full disclosure: Detra was compensated two over easy eggs, a buttered biscuit, lemon water, and a signed book for this performance. Thank you @onewomannyc1 ❤️ If you haven’t already, please consider preordering a copy of Dear New York through the link in bio. It’s the most beautiful of the HONY books, and the first one where the vast majority of photos and stories have never been seen before. 🙏",[],https://www.instagram.com/p/DMdUqwrOu2u/,L♥️VE everything here.,,2025-07-23 17:18:00+00:00,5.305,397,[]
humansofny,229102,4167,"When I tried to interview Marwa, the internet in Gaza was so bad I couldn’t hear half of her words. She then sent me a written follow-up, which was so moving, and so beautifully written, that I’ve ditched the interview altogether and am including it here in full: “Israel bombed our house into a pile of rubble and dust. Everyone in it— my mother, my father, my four sisters, my brother, my baby niece— became a memory in the same instant. During the war, the home had become our lifeline. Comfort wasn’t always in words. It was in a shared cup of tea in the dark. It was my mother holding our hands, her presence a silent promise that we were not alone. It was my sisters distracting the children with stories. We would huddle together, our physical closeness a shield against the terrifying sounds outside. It’s probably a mercy that the house is now gone, because I don’t think my heart could bear to see the physical emptiness of the rooms where so much life once existed. It’s the ‘unimportant’ moments, the background noise of a living family, that I miss the most. I miss the sound of my father’s key in the door at the end of the day. I miss my mother’s hand on my forehead, checking for a fever that wasn’t there, just out of habit. I miss arguing with Nour about politics and then laughing about it two minutes later. I miss Mona’s quiet smile from across the room, a look that says: ‘I understand. I miss Ayat bursting into my room to show me a funny video. I miss the boys debating which one of them was the better gamer. Where all that beautiful noise used to be—there is nothing but profound silence. If I had one more moment with each of them, I would simply say: ‘Thank you.’ To my father: ‘Thank you for believing in me more than I ever believed in myself.’ To my mother: ‘Thank you for every silent sacrifice I was too young or too busy to notice.’ To my sisters and brothers: ‘Thank you for being the irreplaceable pieces of my childhood and my heart.’ And if I could sit all of them together one more time, the whole family, I would say to them: ‘I see you. I see everything you did for me, for us. And I am so incredibly grateful.”",[],https://www.instagram.com/p/DNoEmoutjg0/,"Safeguard Gaza Magnify Peace > Real Safety Made, Allow Peace Fostering Aid - Soild Ceasefire Just Safe Peace No Starvation, Protected Homes Safe Families, Amplify the free future of Palestine
- Sustainable Peace for Palestine - 
- Free Palestine Open Aid NO illegal starvation blockaid -
Rebuild ReGrow and Restore Palestine; Empowering the creation of real safety, real peace for Palestine and reopened aid delivered to those in need so they will know proper health as normality and a better life over and above of injustice allowing them to align and thrive in newfound freedom.
- Bright Justice for Palestine - 
- Safe Families & Kids Real Peace No starvation -
- Safe Palestine Fully Funded Freedom - 
- Pressure Diplomacy Ceasefire Peace No Starvation -
- Safe Homes Real Peace Brighter Futures - 
- Soild Ceasefire Just Protected Peace -
- Accountability Justice Peace - 
Safeguard Gaza Advocacy and pressure for the Peace of a Sustainable Ceasefire Agreement with UN Observers present to safeguard the Peace and security we all know is possible for a  safe Palestine , allowing freedom become the supported norm in the whole region.
- Sustainable Peace for Palestine -
- Pressure Diplomacy Ceasefire Peace - 
- Bright Healthcare Real Safety Shifa Watermelon Recovery -
- Safe Palestine Resource Abundance No Starvation Open Aid - 
- Soild Ceasefire Just Protected Peace - 
Gaza is Free, Bloom Magnifed Peace Freedom & Aid Watermelon #freepalestine🇵🇸","Photo by Humans of New York on August 21, 2025. May be a selfie of one or more people, people smiling and turban.",2025-08-21 17:52:40+00:00,233.269,2152,[]
humansofny,99140,1885,"“The shift started like any other. I was making my rounds when around 2 pm I heard a bombing; it sounded very close. My family lives relatively near the hospital. Usually, when a bombing is that close, I would call them immediately. But on that day I didn’t call. I don’t know why. Maybe I’d grown desensitized. But after an hour I began to notice that the nurses were acting shifty around me. I was summoned to a case in the emergency room, and as we were walking down the hallway, one of the nurses asked if I’d heard from my family. That’s when I knew. I started running to the ER. The first person I found was my father. He’d been in the explosion area; he was stunned. My sister was next to him, she was also in shock. I asked about my mother and the nurse told me that she was in the ICU. It wasn’t true. But that’s what he told me, so he could get me alone. The ICU is three floors up from the ER, so I immediately began running up the stairs. The nurse ran after me. We passed the first floor, the second floor, and then he stopped me forcefully. He told me: ‘I’m sorry. I didn’t know how to tell you. But your mother is deceased.’ I fell to the floor. And I can’t remember everything here, I was in shock. But they brought me to the forensics room and led me to a giant, white bag. I unzipped it. And I saw her face. She looked as good as alive. She had bled out through her legs, so her face was untouched. And I wanted so bad to kiss her in that moment. So I kissed her. And I began to hug her. But they pulled me away and they covered her again. I’m sorry. I’m sorry for the tears. But this is the first time I’ve talked to anyone about this. I have to be strong for my family. Especially because my father is a paraplegic now; it’s a lot of responsibility. I need to be the emotional sponge for everyone else. That’s my focus now: caring for my father, my siblings, my patients. I want to help other people, and be a good Muslim. It’s not that deep. I just have to believe that she’s in a better place. And if I fulfill my responsibilities, then we will meet again. It’s what I have to believe. It’s all the relief I can get.” (2/2)",[],https://www.instagram.com/p/DNRQju_uxpH/,"@summer_life32 Palestinian kids are taught to hate and how to use guns in school. They willfully elected a terrorist group to govern them, and unfortunately for them are now being executed in the streets by their own government.","Photo by Humans of New York on August 12, 2025. May be an image of one or more people.",2025-08-12 21:14:36+00:00,101.025,2145,[]
humansofny,101258,638,"“She was actually part of triplets; she was the only survivor. And, um, this is her first time hearing this actually, but that’s ok, she’s a big girl. One day I’ll explain the rest to her. Thankfully it was early, three months. It still hurts. But you know, God has a plan. He knew what I could handle and what I couldn’t. I try not to think about it much. But there’s certain things that remind me: her birthday, certain holidays, when I see butterflies. I’ve always thought of them as my butterflies, because they were so fragile. And I always imagine them fluttering around me, saying: ‘I’m here.’ A lot of times when I buy her presents, I get her stuff associated with butterflies. Because they just fluttered their way onto the scene. And two of them fluttered away again, but one of them is here. And she will remain here for some time and make her mark.’”",[],https://www.instagram.com/p/DL7_iLSO98K/,“He knew what I could handle and what I couldn’t.” 🤍,"Photo by Humans of New York on July 10, 2025.",2025-07-10 18:30:23+00:00,101.89600000000002,862,[]
humansofny,57432,1054,"“All day I am thinking: your son, your son. You need to do something for your son. Yazan is not a normal boy, he’s very disabled. But he’s the most precious thing I’ve got. Before the war he was improving so much. He was going to therapy. He was making good eye contact. He’s very shy, he cannot express his feelings. But I would take him to visit the neighbors and everyone loved him. He’s a lovely boy: he holds my head, he kisses my cheeks. Right before the war we had a surgery on his legs. At that time he was five years old. When the doctors removed his casts I brought him home from the hospital, and I told my daughters and my wife to close their eyes. When they opened their eyes again, Yazan was walking. We’ll never forget this moment; we had so much hope that he’d be a normal boy. But all the clinics have been closed now for two years. He’s had no therapy. Nothing has been done for him, nothing. Now if he walks three steps he falls down. Before the war he’d started to make sentences with a few words: ‘I need bread, I need water.’ Now if he wants something, he’ll just catch me by the arm and show me. And he’s doing this thing now, where he jerks his arms and legs. This is something we’ve never seen before. We thought we would always go forward. We thought that he would be a normal boy. But now I am watching him deteriorate before my eyes. I have a good job; I work on a medical team. But still, I have no power. It takes all my power just to keep him from dying. Last year he got very bad diarrhea. There was no drinkable water. All of the pharmacies were empty. But I heard of a pharmacy six kilometers away with diarrhea medicine. I was so tired. No car, no fuel, no donkey cart. It was like horrible American action movie: there was bombing, shooting from tanks, shooting from helicopter. But I walked six kilometers, and I got him some medicine. And we managed to stop the diarrhea. Anything he needs, I will do. I have two hands. In one of these hands I carry all the problems of my work, all the problems of the war, raising my four daughters with no food, no water, no shelter, no electricity. And in the other hand, I carry Yazan.” 📸 by @nouralsaqa",[],https://www.instagram.com/p/DNjAzg7uL37/,😍😍❤️,"Photo by Humans of New York on August 19, 2025. May be an image of one or more people.",2025-08-19 18:43:16+00:00,58.486000000000004,2179,[]
humansofny,106627,1561,"“I went to Harvard for my Master’s, but still, I’m always thinking: ‘This can end at any moment. At any moment the leadership is going to decide I wasn’t the right black guy.’ It’s always fight-or-flight. It always feels like the platform I’m standing on is crumbling. It’s just a fact: it’s easier for me to lose everything than someone who doesn’t look like me. When those people slip, there will be people who look like them, who have done what they’re trying to do, who can step in to help them. But there aren’t any doctors in my family; my parents were janitors. They didn’t speak English. We lived in section eight housing. When I was taking all these tests, nobody knew what was going on. I had no understanding of how hard it would be to become a surgeon. And I guess that ignorance helped me in a way; it allowed me to start the journey. But imagery is also so important. When you never see a person that looks like you doing something, it’s hard to believe that you deserve to do it. There weren’t many black people in my medical school. So when I got into Columbia’s surgery program, I was like: ‘Lemme see what white people I’m going to be with.’ I turned on the video where they introduce our co-residents, and the first person I saw was a black Dominican woman. I was like: ‘Yes! I got one.’ The second was white. Then an Asian. But then it was: black, black. That made four of us, in a class of seven. We immediately got together and were like: ‘Guys, we need to be so appreciative of what’s going on here. We need to have a pact that we’re all going to make it.’ That‘s one beautiful part of being a minority: when you find somebody that looks like you, there’s this sense of being on their side already. We get dinners, we get drinks sometimes. We have a group chat—I can’t tell you the name of the group chat, but it keeps us going. Residency is a beast, especially surgical residency. All of us have crash outs, and in those moments it’s so nice to have someone who can bring you back. Someone who looks like you: who you can lean on, and be vulnerable with, and ask for help. Someone you know, beyond a shadow of a doubt, will never think of you as the dumb black doctor.”",[],https://www.instagram.com/p/DMngqexOP3U/,Dope story 🙌🏼,"Photo by Humans of New York on July 27, 2025.",2025-07-27 16:07:14+00:00,108.18799999999999,2193,[]
humansofny,92181,2181,"“I’ve closed my social media. From Gaza it’s all bad news: someone’s dying, someone’s been bombed, someone’s been displaced from their home. Then everywhere else in the world, you see things working so smoothly. Everyone is living their lives. Literally the smallest thing that they do: it makes me jealous. The smallest thing, like eating ice cream. This is my favorite food. And I’ve gone two years without any ice cream. I don’t want to feel envious of anyone, so I’m trying not to see it. I’m still trying to treat myself in whatever small ways I can: like doing my hair, or maybe having henna dye on my hands. After work I will try to sit with my sisters, so we can connect, and say about our dreams. One of my dreams is for us all to live on an empty farm, a quiet place outside all the world. Two of our cousins have already passed away in a bombing. Four of my nieces and nephews were injured. I can’t lose anyone else. I can’t, I won’t be able to take it. My family is everything to me. Right now our home is partially destroyed, but we are still living in it. Because we don’t have anywhere else to go. Every day when I come home from work, my two-year old niece is waiting for me at the front door. Her name is Hanan; it means kindness. And when she hugs me it’s like a battery has charged in my heart. Literally all of her life has been in this war. Whenever she hears the sound of a plane, she covers her ears and says: ‘Boom! Boom! Boom!’ She never goes anywhere. She never meets new people. We are her entire world. We do everything we can to protect her, to give her a childhood. Her birthday was two weeks ago. We had dancing all night. There was bombing all around us, but we just turned up the volume and tried to disconnect from all the noise. Sugar is impossible to get in Gaza now; but we gathered all the sugar we could. Everyone contributed. And with this sugar we made a cake, and cinnamon rolls, and sweet tea with mint. Hanan eats nothing but canned food; no snacks, no treats. So when she saw that cake, she started to scream. All the children started to scream; you can’t imagine their joy. It was maybe my best moment ever, in all of the war.”",[],https://www.instagram.com/p/DNTruwfRgup/,🥀🖤🇵🇸,"Photo by Humans of New York on August 13, 2025. May be an image of one or more people, headscarf and head covering.",2025-08-13 19:50:31+00:00,94.362,2173,[]
humansofny,42060,1192,I fell for an underdog.,[],https://www.instagram.com/p/DMGYBNoOL3z/,"“He Tried”
❤️🙂😎🙏😎🙂❤️",,2025-07-14 19:18:12+00:00,43.252,23,[]
humansofny,65759,1721,"“I cannot forget a minute of that day. When I tell you this, it is like I’m seeing it in front of my face on a movie screen. At 3 AM drones appeared outside the windows of the hospital. Most of my colleagues had already fled. I forgive all of them; few beliefs can override the desire to save one’s own soul. But I could not leave. There were hundreds of patients, and few medical staff remaining. If the last of us left, these patients would have died. The hospital staff assembled in the lobby where we were stripped, handcuffed, blindfolded, and marched into the freezing night. Beneath my blindfold I could see hundreds of fighters with machine guns. I could hear the screams of my colleagues being beaten. My fear was so high I was close to cardiac arrest. Someone speaking weak Arabic put a gun to my head and told me I’d never see my children again. He asked: ‘Where is Hamas? Where are the Hostages?’ I told him: ‘I’m just a nurse; I disagree entirely with October 7th.’ But these guys did not care. They beat us all. The lorries came to transport us to the detention center. At the door of the lorry stood the strongest of their fighters, body-builders. And before entering each detainee received the three hardest punches we will ever receive in our lives. When we arrived we were made to lie on the ground, and they put dogs on us. The dogs had muzzles, but we could not see through our blindfolds. All around me was barking and screaming; I thought my colleagues were being eaten. I was detained for several weeks. The conditions were so bad I prayed to die. One of the prison guards, exactly one, I can accept as my neighbor. The rest had hatred in their eyes. Some spoke English; so I tried to reason with them. I pointed out that half of the detainees had debilitating medical conditions. Some were eighty years old. One man was mentally incapacitated. I asked the guards: ‘How could these people possibly be Hamas?’ But for every claim—they’d have a response. Some reason all of us were guilty. Even when I said: ‘I’m a nurse,’ they replied: ‘Oh, so you treated terrorists.’ To them, every Palestinian deserves to suffer. And nothing you say—nothing— will convince them otherwise.”",[],https://www.instagram.com/p/DNqrwcnu90s/,"Hamas are currently murdering Gazans in broad daylight, refusing to surrender their arms, promising they will wage more war, and have withheld dead hostages that were supposed to be transferred in a deal

Let me ask you one question:

After what you’ve seen in two years - do you believe Israel does not have the willpower and stubbornness to sort this shit out when it needs to - regardless of the propaganda, lies and pressure the world may place at her feet?

Either you can speak up and end Hamas - or Israel will","Photo by Humans of New York on August 22, 2025. May be an image of slow loris and hospital.",2025-08-22 18:13:16+00:00,67.47999999999999,2197,[]
